LINE,WEIGHT_IN,WEIGHT_OUT
C1,0.1420457189415539045676604990,0.1462864820733851793528417917
C2,0.1634031634577244925072302319,0.1620654309583459367133364769
C3,0.1590338693276378960226465561,0.1609762542531254363299654215
C4,0.2090793727026668348962729943,0.2092297837410377549454078115
C5,0.1695920195959010833607741702,0.1638299975553312744153848272
C8,0.04184315263958988339662504157,0.04191460950566327862134506993
C10,0.1150027033349259052487905068,0.1156974419131111396217186013
